"poll_id","pollster_id","pollster","state","start_date","end_date","sample_size","dem_share"
72312,1610,"USC Dornsife","","10/16/20",2020-10-29,5237,0.553122038538486
72312,1610,"USC Dornsife","","10/16/20",2020-10-29,5330,0.562584258010992
72312,1610,"USC Dornsife","","10/16/20",2020-10-29,5330,0.557441933131965
72238,1508,"Harris Poll","","10/27/20",2020-10-28,1972,0.54
72788,1522,"Swayable","","10/27/20",2020-10-28,2386,0.536585365853658
72163,1624,"J.L. Partners","","10/26/20",2020-10-28,844,0.572916666666667
72195,399,"Rasmussen (Pulse Opinion Research)","","10/26/20",2020-10-28,1500,0.505263157894737
72211,1189,"Morning Consult","","10/26/20",2020-10-28,16374,0.547368421052632
72216,1528,"AtlasIntel","","10/26/20",2020-10-28,1726,0.524201853759011
72241,1193,"SurveyMonkey","","10/26/20",2020-10-28,38783,0.536082474226804
72241,1193,"SurveyMonkey","","10/26/20",2020-10-28,38783,0.520408163265306
72227,1416,"HarrisX","","10/25/20",2020-10-28,2359,0.53
72227,1416,"HarrisX","","10/25/20",2020-10-28,2824,0.52
72194,770,"TIPP","","10/24/20",2020-10-28,945,0.524658971668416
72194,770,"TIPP","","10/24/20",2020-10-28,945,0.528916929547844
72408,26,"Angus Reid","","10/23/20",2020-10-28,2231,0.540816326530612
72190,1610,"USC Dornsife","","10/15/20",2020-10-28,5184,0.55351294241944
72190,1610,"USC Dornsife","","10/15/20",2020-10-28,5279,0.563364175070174
72190,1610,"USC Dornsife","","10/15/20",2020-10-28,5279,0.558151663711276
72319,1639,"Long Island University","","10/26/20",2020-10-27,1573,0.566265060240964
72083,568,"YouGov","","10/25/20",2020-10-27,1500,0.56043956043956
72083,568,"YouGov","","10/25/20",2020-10-27,1365,0.556701030927835
72086,399,"Rasmussen (Pulse Opinion Research)","","10/25/20",2020-10-27,1500,0.494736842105263
72087,1193,"SurveyMonkey","","10/25/20",2020-10-27,29809,0.536082474226804
72087,1193,"SurveyMonkey","","10/25/20",2020-10-27,29809,0.520408163265306
72210,1189,"Morning Consult","","10/25/20",2020-10-27,12000,0.541666666666667
72082,770,"TIPP","","10/23/20",2020-10-27,991,0.524109014675052
72082,770,"TIPP","","10/23/20",2020-10-27,991,0.526315789473684
72164,241,"Ipsos","","10/23/20",2020-10-27,1302,0.571428571428571
72164,241,"Ipsos","","10/23/20",2020-10-27,1110,0.566666666666667
72164,241,"Ipsos","","10/23/20",2020-10-27,825,0.553191489361702
72168,1626,"Global Marketing Research Services","","10/23/20",2020-10-27,1006,0.576923076923077
72176,458,"Suffolk","","10/23/20",2020-10-27,1000,0.535135135135135
72176,458,"Suffolk","","10/23/20",2020-10-27,1000,0.539021852237253
72224,568,"YouGov","","10/20/20",2020-10-27,1500,0.547346514047867
72079,1610,"USC Dornsife","","10/14/20",2020-10-27,5174,0.555332841016985
72079,1610,"USC Dornsife","","10/14/20",2020-10-27,5269,0.565606155125806
72079,1610,"USC Dornsife","","10/14/20",2020-10-27,5269,0.559436913451512
72234,1356,"CES / YouGov","","9/29/20",2020-10-27,50908,0.542553191489362
72234,1356,"CES / YouGov","","9/29/20",2020-10-27,71789,0.554347826086957
72070,1102,"Emerson College Polling Society","","10/25/20",2020-10-26,1121,0.521516393442623
72159,1562,"Redfield & Wilton Strategies","","10/25/20",2020-10-26,4790,0.554347826086957
72159,1562,"Redfield & Wilton Strategies","","10/25/20",2020-10-26,5346,0.55952380952381
72209,1189,"Morning Consult","","10/24/20",2020-10-26,12000,0.547368421052632
72160,1361,"SSRS","","10/23/20",2020-10-26,917,0.5625
72160,1361,"SSRS","","10/23/20",2020-10-26,886,0.5625
72213,552,"Winston","","10/23/20",2020-10-26,1000,0.527472527472527
72294,1522,"Swayable","","10/23/20",2020-10-26,11714,0.529351184346035
72043,770,"TIPP","","10/22/20",2020-10-26,970,0.522680412371134
72043,770,"TIPP","","10/22/20",2020-10-26,970,0.523908523908524
72044,399,"Rasmussen (Pulse Opinion Research)","","10/22/20",2020-10-26,1500,0.510416666666667
72156,1614,"Qriously","","10/22/20",2020-10-26,2234,0.556818181818182
72313,568,"YouGov","","10/19/20",2020-10-26,2000,0.559128630705394
72600,568,"YouGov","","10/16/20",2020-10-26,2500,0.559139784946237
72035,1610,"USC Dornsife","","10/13/20",2020-10-26,5197,0.552892736486487
72035,1610,"USC Dornsife","","10/13/20",2020-10-26,5293,0.562707986688852
72035,1610,"USC Dornsife","","10/13/20",2020-10-26,5293,0.556274796408436
72188,1637,"Cometrends","","10/13/20",2020-10-26,2500,0.56
72204,899,"Tufts","","10/25/20",2020-10-25,1215,0.536082474226804
71964,1189,"Morning Consult","","10/23/20",2020-10-25,15509,0.547368421052632
71973,568,"YouGov","","10/23/20",2020-10-25,1500,0.566666666666667
71973,568,"YouGov","","10/23/20",2020-10-25,1350,0.5625
71977,1193,"SurveyMonkey","","10/23/20",2020-10-25,19543,0.536082474226804
71977,1193,"SurveyMonkey","","10/23/20",2020-10-25,19543,0.530612244897959
72036,1575,"Leger","","10/23/20",2020-10-25,834,0.544444444444444
71953,770,"TIPP","","10/21/20",2020-10-25,982,0.536307053941909
71953,770,"TIPP","","10/21/20",2020-10-25,982,0.535343035343035
71954,399,"Rasmussen (Pulse Opinion Research)","","10/21/20",2020-10-25,1500,0.494736842105263
71945,1610,"USC Dornsife","","10/12/20",2020-10-25,5260,0.555825755973779
71945,1610,"USC Dornsife","","10/12/20",2020-10-25,5355,0.565403041033118
71945,1610,"USC Dornsife","","10/12/20",2020-10-25,5355,0.558614935335837
71970,1554,"RMG Research","","10/23/20",2020-10-24,1842,0.536842105263158
72084,1365,"Change Research","","10/23/20",2020-10-24,1125,0.542553191489362
71892,1193,"SurveyMonkey","","10/22/20",2020-10-24,27039,0.536082474226804
71892,1193,"SurveyMonkey","","10/22/20",2020-10-24,27039,0.530612244897959
71963,1189,"Morning Consult","","10/22/20",2020-10-24,12000,0.547368421052632
72046,1292,"Hart Research Associates/Public Opinion Strategies","","10/21/20",2020-10-24,800,0.56043956043956
71886,770,"TIPP","","10/20/20",2020-10-24,1006,0.5375
71886,770,"TIPP","","10/20/20",2020-10-24,1006,0.535490605427975
71882,1610,"USC Dornsife","","10/11/20",2020-10-24,5246,0.554223259762309
71882,1610,"USC Dornsife","","10/11/20",2020-10-24,5338,0.562513023546572
71882,1610,"USC Dornsife","","10/11/20",2020-10-24,5338,0.555694748929951
71825,1193,"SurveyMonkey","","10/21/20",2020-10-23,33180,0.536082474226804
71825,1193,"SurveyMonkey","","10/21/20",2020-10-23,33180,0.530612244897959
71962,1189,"Morning Consult","","10/21/20",2020-10-23,12000,0.547368421052632
72081,1488,"Spry Strategies","","10/20/20",2020-10-23,3500,0.50990626331487
72422,1488,"Spry Strategies","","10/20/20",2020-10-23,3500,0.492350191245219
71821,770,"TIPP","","10/19/20",2020-10-23,1029,0.533684210526316
71821,770,"TIPP","","10/19/20",2020-10-23,1029,0.52928870292887
71820,1610,"USC Dornsife","","10/10/20",2020-10-23,5138,0.554918815663801
71820,1610,"USC Dornsife","","10/10/20",2020-10-23,5229,0.564107905426518
71820,1610,"USC Dornsife","","10/10/20",2020-10-23,5229,0.557050479766375
71764,1193,"SurveyMonkey","","10/20/20",2020-10-22,34788,0.54639175257732
71764,1193,"SurveyMonkey","","10/20/20",2020-10-22,34788,0.530612244897959
71816,241,"Ipsos","","10/20/20",2020-10-22,1214,0.556818181818182
71816,241,"Ipsos","","10/20/20",2020-10-22,1393,0.542168674698795
71816,241,"Ipsos","","10/20/20",2020-10-22,1393,0.542168674698795
71816,241,"Ipsos","","10/20/20",2020-10-22,1214,0.555555555555556
71816,241,"Ipsos","","10/20/20",2020-10-22,935,0.542553191489362
71961,1189,"Morning Consult","","10/20/20",2020-10-22,12000,0.547368421052632
71741,770,"TIPP","","10/18/20",2020-10-22,972,0.524210526315789
71741,770,"TIPP","","10/18/20",2020-10-22,972,0.520376175548589
71737,1610,"USC Dornsife","","10/9/20",2020-10-22,5189,0.555095541401274
71737,1610,"USC Dornsife","","10/9/20",2020-10-22,5278,0.565797705943691
71737,1610,"USC Dornsife","","10/9/20",2020-10-22,5278,0.559373368146214
71681,1193,"SurveyMonkey","","10/19/20",2020-10-21,32217,0.536082474226804
71681,1193,"SurveyMonkey","","10/19/20",2020-10-21,32217,0.530612244897959
71960,1189,"Morning Consult","","10/19/20",2020-10-21,12000,0.547368421052632
71650,770,"TIPP","","10/17/20",2020-10-21,965,0.525980911983033
71650,770,"TIPP","","10/17/20",2020-10-21,965,0.522012578616352
71635,1610,"USC Dornsife","","10/8/20",2020-10-21,5224,0.556088207094918
71635,1610,"USC Dornsife","","10/8/20",2020-10-21,5314,0.565117493472585
71635,1610,"USC Dornsife","","10/8/20",2020-10-21,5314,0.559460307499216
71742,1515,"Data for Progress","","10/20/20",2020-10-20,956,0.538413878562577
71742,1515,"Data for Progress","","10/20/20",2020-10-20,895,0.553543714433523
71742,1515,"Data for Progress","","10/20/20",2020-10-20,811,0.552218919749923
72140,1634,"Rethink Priorities","","10/20/20",2020-10-20,4933,0.552801724137931
71542,568,"YouGov","","10/18/20",2020-10-20,1500,0.540229885057471
71542,568,"YouGov","","10/18/20",2020-10-20,1344,0.547368421052632
71568,1193,"SurveyMonkey","","10/18/20",2020-10-20,24799,0.536082474226804
71568,1193,"SurveyMonkey","","10/18/20",2020-10-20,24799,0.530612244897959
71634,1189,"Morning Consult","","10/18/20",2020-10-20,15821,0.547368421052632
71541,770,"TIPP","","10/16/20",2020-10-20,1016,0.513227513227513
71541,770,"TIPP","","10/16/20",2020-10-20,1016,0.509414225941423
71624,241,"Ipsos","","10/16/20",2020-10-20,1346,0.55421686746988
71624,241,"Ipsos","","10/16/20",2020-10-20,1158,0.568181818181818
71624,241,"Ipsos","","10/16/20",2020-10-20,949,0.548387096774194
71817,1302,"Echelon Insights","","10/16/20",2020-10-20,1006,0.536842105263158
71817,1302,"Echelon Insights","","10/16/20",2020-10-20,1006,0.531914893617021
71550,399,"Rasmussen (Pulse Opinion Research)","","10/14/20",2020-10-20,2500,0.515789473684211
71532,1610,"USC Dornsife","","10/7/20",2020-10-20,5312,0.556731900331515
71532,1610,"USC Dornsife","","10/7/20",2020-10-20,5406,0.566799496644295
71532,1610,"USC Dornsife","","10/7/20",2020-10-20,5406,0.558712518347662
71466,1193,"SurveyMonkey","","10/17/20",2020-10-19,18255,0.540816326530612
71466,1193,"SurveyMonkey","","10/17/20",2020-10-19,18255,0.530612244897959
71633,1189,"Morning Consult","","10/17/20",2020-10-19,12000,0.552083333333333
71535,460,"SurveyUSA","","10/16/20",2020-10-19,1136,0.552083333333333
71676,396,"Quinnipiac","","10/16/20",2020-10-19,1426,0.554347826086957
71446,770,"TIPP","","10/15/20",2020-10-19,1046,0.512247071352503
71446,770,"TIPP","","10/15/20",2020-10-19,1046,0.514705882352941
71531,1406,"Global Strategy Group/GBAO/Navigator Research","","10/15/20",2020-10-19,1000,0.552083333333333
71551,1614,"Qriously","","10/15/20",2020-10-19,2731,0.566666666666667
72154,907,"GBAO","","10/15/20",2020-10-19,1150,0.56989247311828
71440,1610,"USC Dornsife","","10/6/20",2020-10-19,5390,0.560234541577825
71440,1610,"USC Dornsife","","10/6/20",2020-10-19,5488,0.568477348993289
71440,1610,"USC Dornsife","","10/6/20",2020-10-19,5488,0.561019081568463
71464,1562,"Redfield & Wilton Strategies","","10/17/20",2020-10-18,3150,0.560975609756098
71464,1562,"Redfield & Wilton Strategies","","10/17/20",2020-10-18,2915,0.56043956043956
71518,1365,"Change Research","","10/17/20",2020-10-18,2711,0.553191489361702
71362,1478,"Research Co.","","10/16/20",2020-10-18,1035,0.543478260869565
71373,568,"YouGov","","10/16/20",2020-10-18,1465,0.56043956043956
71373,568,"YouGov","","10/16/20",2020-10-18,1583,0.564705882352941
71377,1189,"Morning Consult","","10/16/20",2020-10-18,14994,0.547368421052632
71381,1193,"SurveyMonkey","","10/16/20",2020-10-18,21339,0.540816326530612
71381,1193,"SurveyMonkey","","10/16/20",2020-10-18,21339,0.535353535353535
71444,1575,"Leger","","10/16/20",2020-10-18,821,0.54945054945055
71439,1424,"Siena College/NYT Upshot","","10/15/20",2020-10-18,987,0.54945054945055
71356,770,"TIPP","","10/14/20",2020-10-18,949,0.527659574468085
71356,770,"TIPP","","10/14/20",2020-10-18,949,0.532908704883227
71354,1610,"USC Dornsife","","10/5/20",2020-10-18,5461,0.565726450239489
71354,1610,"USC Dornsife","","10/5/20",2020-10-18,5557,0.569601677148847
71354,1610,"USC Dornsife","","10/5/20",2020-10-18,5557,0.561890787129232
71299,1193,"SurveyMonkey","","10/15/20",2020-10-17,31875,0.540816326530612
71299,1193,"SurveyMonkey","","10/15/20",2020-10-17,31875,0.540816326530612
71369,1554,"RMG Research","","10/15/20",2020-10-17,1265,0.542553191489362
71376,1189,"Morning Consult","","10/15/20",2020-10-17,12000,0.547368421052632
71294,770,"TIPP","","10/13/20",2020-10-17,1021,0.526595744680851
71294,770,"TIPP","","10/13/20",2020-10-17,1021,0.53035143769968
71293,1610,"USC Dornsife","","10/4/20",2020-10-17,5579,0.562187466751782
71293,1610,"USC Dornsife","","10/4/20",2020-10-17,5674,0.568617133235108
71293,1610,"USC Dornsife","","10/4/20",2020-10-17,5674,0.561968727043761
71241,1193,"SurveyMonkey","","10/14/20",2020-10-16,38710,0.540816326530612
71241,1193,"SurveyMonkey","","10/14/20",2020-10-16,38710,0.540816326530612
71375,1189,"Morning Consult","","10/14/20",2020-10-16,12000,0.547368421052632
71237,770,"TIPP","","10/12/20",2020-10-16,1009,0.537967914438503
71237,770,"TIPP","","10/12/20",2020-10-16,1009,0.540192926045016
71236,1610,"USC Dornsife","","10/3/20",2020-10-16,5556,0.564669443554416
71236,1610,"USC Dornsife","","10/3/20",2020-10-16,5646,0.571488778843115
71236,1610,"USC Dornsife","","10/3/20",2020-10-16,5646,0.561889763779528
71180,1193,"SurveyMonkey","","10/13/20",2020-10-15,19668,0.54639175257732
71180,1193,"SurveyMonkey","","10/13/20",2020-10-15,19668,0.540816326530612
71234,241,"Ipsos","","10/13/20",2020-10-15,1342,0.555555555555556
71234,241,"Ipsos","","10/13/20",2020-10-15,1133,0.563218390804598
71234,241,"Ipsos","","10/13/20",2020-10-15,920,0.554347826086957
71234,241,"Ipsos","","10/13/20",2020-10-15,1342,0.54320987654321
71234,241,"Ipsos","","10/13/20",2020-10-15,1133,0.558139534883721
71374,1189,"Morning Consult","","10/13/20",2020-10-15,12000,0.547368421052632
71557,1416,"HarrisX","","10/13/20",2020-10-15,1897,0.522727272727273
71168,770,"TIPP","","10/11/20",2020-10-15,951,0.528199566160521
71168,770,"TIPP","","10/11/20",2020-10-15,951,0.533769063180828
71165,1610,"USC Dornsife","","10/2/20",2020-10-15,5453,0.561296534017972
71165,1610,"USC Dornsife","","10/2/20",2020-10-15,5543,0.57043514908861
71165,1610,"USC Dornsife","","10/2/20",2020-10-15,5543,0.56024349286314
71094,1189,"Morning Consult","","10/12/20",2020-10-14,15499,0.547368421052632
71106,1193,"SurveyMonkey","","10/12/20",2020-10-14,17663,0.54639175257732
71106,1193,"SurveyMonkey","","10/12/20",2020-10-14,17663,0.540816326530612
71072,770,"TIPP","","10/10/20",2020-10-14,864,0.541711809317443
71072,770,"TIPP","","10/10/20",2020-10-14,864,0.544069640914037
71066,1610,"USC Dornsife","","10/1/20",2020-10-14,5343,0.564791133844842
71066,1610,"USC Dornsife","","10/1/20",2020-10-14,5433,0.573861844180423
71066,1610,"USC Dornsife","","10/1/20",2020-10-14,5433,0.563693599160546
71526,1624,"J.L. Partners","","10/13/20",2020-10-13,844,0.553191489361702
70989,568,"YouGov","","10/11/20",2020-10-13,1500,0.55421686746988
70989,568,"YouGov","","10/11/20",2020-10-13,1333,0.553191489361702
71012,1193,"SurveyMonkey","","10/11/20",2020-10-13,10395,0.536082474226804
71012,1193,"SurveyMonkey","","10/11/20",2020-10-13,10395,0.530612244897959
71093,1189,"Morning Consult","","10/11/20",2020-10-13,12000,0.547368421052632
71008,1416,"HarrisX","","10/10/20",2020-10-13,2855,0.540229885057471
70983,770,"TIPP","","10/9/20",2020-10-13,866,0.542826552462527
70983,770,"TIPP","","10/9/20",2020-10-13,866,0.541353383458647
71009,241,"Ipsos","","10/9/20",2020-10-13,882,0.554347826086957
71009,241,"Ipsos","","10/9/20",2020-10-13,1120,0.551724137931034
71009,241,"Ipsos","","10/9/20",2020-10-13,1303,0.5375
71088,1583,"Whitman Insight Strategies","","10/8/20",2020-10-13,1103,0.5625
71100,1205,"Marist","","10/8/20",2020-10-13,896,0.556701030927835
71100,1205,"Marist","","10/8/20",2020-10-13,1199,0.5625
70995,399,"Rasmussen (Pulse Opinion Research)","","10/7/20",2020-10-13,2500,0.526315789473684
70980,1610,"USC Dornsife","","9/30/20",2020-10-13,5171,0.56745820466404
70980,1610,"USC Dornsife","","9/30/20",2020-10-13,5257,0.573078538429231
70980,1610,"USC Dornsife","","9/30/20",2020-10-13,5257,0.565431839647392
70923,1193,"SurveyMonkey","","10/10/20",2020-10-12,10971,0.532319391634981
70923,1193,"SurveyMonkey","","10/10/20",2020-10-12,10971,0.528637059724349
71092,1189,"Morning Consult","","10/10/20",2020-10-12,12000,0.547368421052632
71065,1292,"Hart Research Associates/Public Opinion Strategies","","10/9/20",2020-10-12,1000,0.557894736842105
71355,916,"Public Religion Research Institute","","10/9/20",2020-10-12,591,0.574468085106383
71355,916,"Public Religion Research Institute","","10/9/20",2020-10-12,752,0.595744680851064
71355,916,"Public Religion Research Institute","","10/9/20",2020-10-12,978,0.604395604395604
70772,770,"TIPP","","10/8/20",2020-10-12,937,0.546038543897216
70772,770,"TIPP","","10/8/20",2020-10-12,937,0.547974413646055
70778,1559,"Opinium","","10/8/20",2020-10-12,1397,0.587628865979381
70976,1406,"Global Strategy Group/GBAO/Navigator Research","","10/8/20",2020-10-12,1003,0.552083333333333
70996,1614,"Qriously","","10/8/20",2020-10-12,2053,0.577777777777778
71084,1360,"AP-NORC","","10/8/20",2020-10-12,1121,0.586206896551724
71164,800,"Kaiser Family Foundation","","10/7/20",2020-10-12,1048,0.563218390804598
71164,800,"Kaiser Family Foundation","","10/7/20",2020-10-12,1015,0.563218390804598
71950,1633,"Public First","","10/6/20",2020-10-12,2004,0.580246913580247
71091,1234,"U. Massachusetts - Lowell","","10/5/20",2020-10-12,819,0.552083333333333
70751,1610,"USC Dornsife","","9/29/20",2020-10-12,5000,0.567723342939481
70751,1610,"USC Dornsife","","9/29/20",2020-10-12,5089,0.57491069552427
70751,1610,"USC Dornsife","","9/29/20",2020-10-12,5089,0.566554692420743
70742,568,"YouGov","","10/9/20",2020-10-11,1366,0.542553191489362
70742,568,"YouGov","","10/9/20",2020-10-11,1525,0.546511627906977
70750,1189,"Morning Consult","","10/9/20",2020-10-11,16045,0.542553191489362
70796,1575,"Leger","","10/9/20",2020-10-11,841,0.561797752808989
70922,1193,"SurveyMonkey","","10/9/20",2020-10-11,19886,0.531060683848444
70922,1193,"SurveyMonkey","","10/9/20",2020-10-11,19886,0.525569051750536
70733,770,"TIPP","","10/7/20",2020-10-11,851,0.544596012591815
70733,770,"TIPP","","10/7/20",2020-10-11,851,0.554736842105263
70729,1610,"USC Dornsife","","9/28/20",2020-10-11,4985,0.564683260335434
70729,1610,"USC Dornsife","","9/28/20",2020-10-11,5073,0.569942196531792
70729,1610,"USC Dornsife","","9/28/20",2020-10-11,5073,0.563473684210526
71001,1562,"Redfield & Wilton Strategies","","10/10/20",2020-10-10,2000,0.54320987654321
71001,1562,"Redfield & Wilton Strategies","","10/10/20",2020-10-10,1679,0.544444444444444
70739,1554,"RMG Research","","10/8/20",2020-10-10,1240,0.542553191489362
70749,1189,"Morning Consult","","10/8/20",2020-10-10,12000,0.542553191489362
70921,1193,"SurveyMonkey","","10/8/20",2020-10-10,25748,0.539100133237676
70921,1193,"SurveyMonkey","","10/8/20",2020-10-10,25748,0.533849918433931
70723,1610,"USC Dornsife","","9/27/20",2020-10-10,5008,0.562266567068616
70723,1610,"USC Dornsife","","9/27/20",2020-10-10,5099,0.567985687223742
70723,1610,"USC Dornsife","","9/27/20",2020-10-10,5099,0.561861640518058
70748,1189,"Morning Consult","","10/7/20",2020-10-09,12000,0.542553191489362
70920,1193,"SurveyMonkey","","10/7/20",2020-10-09,34460,0.544325877282988
70920,1193,"SurveyMonkey","","10/7/20",2020-10-09,34460,0.537779137350872
70718,1704,"ABC/Washington Post","","10/6/20",2020-10-09,725,0.5625
70718,1704,"ABC/Washington Post","","10/6/20",2020-10-09,879,0.563829787234043
70718,1704,"ABC/Washington Post","","10/6/20",2020-10-09,725,0.561224489795918
70718,1704,"ABC/Washington Post","","10/6/20",2020-10-09,879,0.556701030927835
70714,1610,"USC Dornsife","","9/26/20",2020-10-09,5115,0.559134051402367
70714,1610,"USC Dornsife","","9/26/20",2020-10-09,5206,0.564059374671018
70714,1610,"USC Dornsife","","9/26/20",2020-10-09,5206,0.559086604230243
70705,241,"Ipsos","","10/6/20",2020-10-08,1331,0.542168674698795
70705,241,"Ipsos","","10/6/20",2020-10-08,1136,0.539325842696629
70705,241,"Ipsos","","10/6/20",2020-10-08,882,0.563829787234043
70747,1189,"Morning Consult","","10/6/20",2020-10-08,12000,0.542553191489362
70919,1193,"SurveyMonkey","","10/6/20",2020-10-08,33925,0.548251461388576
70919,1193,"SurveyMonkey","","10/6/20",2020-10-08,33925,0.543445044310889
71965,379,"POS","","10/5/20",2020-10-08,1000,0.572916666666667
70697,1610,"USC Dornsife","","9/25/20",2020-10-08,5070,0.557651321398124
70697,1610,"USC Dornsife","","9/25/20",2020-10-08,5161,0.560063058328954
70697,1610,"USC Dornsife","","9/25/20",2020-10-08,5161,0.555309967371856
71105,1351,"Edison Research","","9/25/20",2020-10-08,1647,0.567357512953368
71105,1351,"Edison Research","","9/25/20",2020-10-08,1378,0.58021712907117
71448,241,"Ipsos","","9/22/20",2020-10-08,2004,0.545454545454546
70680,1189,"Morning Consult","","10/5/20",2020-10-07,17249,0.547368421052632
70918,1193,"SurveyMonkey","","10/5/20",2020-10-07,30687,0.54804635422008
70918,1193,"SurveyMonkey","","10/5/20",2020-10-07,30687,0.542676716235486
70664,1610,"USC Dornsife","","9/24/20",2020-10-07,5019,0.559192348565356
70664,1610,"USC Dornsife","","9/24/20",2020-10-07,5114,0.563596260896965
